,Date,Steps,AD_Month,AH_Month,Long_Vacation,Short_Vacation,Ramadan,Sch_Eid_Fatr,National_Day,National_Day_Ext,AD_WeekdayNum,Woke_Hour,temp_min,temp_max,is_rain
603,2020-01-26,9383,1,6,0,0,0,0,0,0,6,3,41,59,0
604,2020-01-27,4162,1,6,0,0,0,0,0,0,0,5,39,64,0
605,2020-01-28,4808,1,6,0,0,0,0,0,0,1,8,37,66,0
606,2020-01-29,7328,1,6,0,0,0,0,0,0,2,6,41,75,0
607,2020-01-30,2825,1,6,0,0,0,0,0,0,3,9,48,72,0
608,2020-01-31,2360,1,6,0,0,0,0,0,0,4,10,43,72,0
609,2020-02-01,1172,2,6,0,0,0,0,0,0,5,10,55,72,0
610,2020-02-02,3139,2,6,0,0,0,0,0,0,6,2,45,68,0
611,2020-02-03,1535,2,6,0,0,0,0,0,0,0,11,46,68,0
612,2020-02-04,2132,2,6,0,0,0,0,0,0,1,11,45,70,0
613,2020-02-05,3851,2,6,0,0,0,0,0,0,2,5,54,75,0
614,2020-02-06,1183,2,6,0,0,0,0,0,0,3,19,55,79,0
615,2020-02-07,764,2,6,0,0,0,0,0,0,4,14,61,82,0
616,2020-02-08,1261,2,6,0,0,0,0,0,0,5,15,59,84,0
617,2020-02-09,1758,2,6,0,0,0,0,0,0,6,4,57,70,0
618,2020-02-10,2380,2,6,0,0,0,0,0,0,0,23,50,64,0
619,2020-02-11,1736,2,6,0,0,0,0,0,0,1,23,41,61,0
620,2020-02-12,2434,2,6,0,0,0,0,0,0,2,1,36,61,0
621,2020-02-13,2592,2,6,0,0,0,0,0,0,3,2,34,66,0
622,2020-02-14,866,2,6,0,0,0,0,0,0,4,6,41,77,0
623,2020-02-15,2365,2,6,0,0,0,0,0,0,5,2,46,77,0
624,2020-02-16,4533,2,6,0,0,0,0,0,0,6,4,50,79,0
625,2020-02-17,2953,2,6,0,0,0,0,0,0,0,9,59,82,0
626,2020-02-18,1915,2,6,0,0,0,0,0,0,1,7,59,84,0
627,2020-02-19,2830,2,6,0,0,0,0,0,0,2,8,64,88,0
628,2020-02-20,2693,2,6,0,0,0,0,0,0,3,10,61,77,0
629,2020-02-21,9121,2,6,0,0,0,0,0,0,4,10,52,73,0
630,2020-02-22,3196,2,6,0,0,0,0,0,0,5,6,59,79,0
631,2020-02-23,4507,2,6,0,0,0,0,0,0,6,5,61,84,0
632,2020-02-24,2574,2,6,0,0,0,0,0,0,0,8,66,88,0
633,2020-02-25,1660,2,7,0,0,0,0,0,0,1,9,63,91,0
634,2020-02-26,6976,2,7,0,0,0,0,0,0,2,8,57,75,0
635,2020-02-27,1748,2,7,0,0,0,0,0,0,3,9,54,75,0
636,2020-02-28,1273,2,7,0,0,0,0,0,0,4,6,48,81,0
637,2020-02-29,1049,2,7,0,0,0,0,0,0,5,8,57,84,0
638,2020-03-01,3484,3,7,0,0,0,0,0,0,6,1,66,88,0
639,2020-03-02,3714,3,7,0,0,0,0,0,0,0,6,57,75,0
640,2020-03-03,4270,3,7,0,0,0,0,0,0,1,4,50,77,0
641,2020-03-04,2819,3,7,0,0,0,0,0,0,2,7,50,79,0
642,2020-03-05,2834,3,7,0,0,0,0,0,0,3,10,52,82,0
643,2020-03-06,1356,3,7,0,0,0,0,0,0,4,11,55,88,0
644,2020-03-07,1514,3,7,0,0,0,0,0,0,5,8,63,86,0
645,2020-03-08,3642,3,7,0,0,0,0,0,0,6,6,59,79,0
646,2020-03-09,2919,3,7,0,0,0,0,0,0,0,5,55,79,0
647,2020-03-10,1653,3,7,0,0,0,0,0,0,1,13,52,82,0
648,2020-03-11,11018,3,7,0,0,0,0,0,0,2,14,57,82,0
649,2020-03-12,2435,3,7,0,0,0,0,0,0,3,9,57,82,0
650,2020-03-13,738,3,7,0,0,0,0,0,0,4,15,63,82,0
651,2020-03-14,498,3,7,0,0,0,0,0,0,5,17,70,82,0
652,2020-03-15,5906,3,7,0,0,0,0,0,0,6,10,63,82,0
653,2020-03-16,2352,3,7,0,0,0,0,0,0,0,17,61,82,0
654,2020-03-17,3348,3,7,0,0,0,0,0,0,1,0,61,84,0
655,2020-03-18,1968,3,7,0,0,0,0,0,0,2,1,70,90,0
656,2020-03-19,2160,3,7,0,0,0,0,0,0,3,3,63,82,0
657,2020-03-20,1084,3,7,0,0,0,0,0,0,4,4,59,84,0
658,2020-03-21,2481,3,7,0,0,0,0,0,0,5,4,66,86,0
659,2020-03-22,1361,3,7,0,0,0,0,0,0,6,3,61,77,0
660,2020-03-23,3130,3,7,0,0,0,0,0,0,0,3,52,77,0
661,2020-03-24,2001,3,7,0,0,0,0,0,0,1,5,52,82,0
662,2020-03-25,2477,3,8,0,0,0,0,0,0,2,5,59,86,0
663,2020-03-26,852,3,8,0,0,0,0,0,0,3,7,70,90,0
664,2020-03-27,2434,3,8,0,0,0,0,0,0,4,8,68,93,0
665,2020-03-28,2160,3,8,0,0,0,0,0,0,5,13,73,97,0
666,2020-03-29,483,3,8,0,0,0,0,0,0,6,8,68,84,0
667,2020-03-30,3299,3,8,0,0,0,0,0,0,0,13,63,84,0
668,2020-03-31,1266,3,8,0,0,0,0,0,0,1,8,59,84,0
669,2020-04-01,2863,4,8,0,0,0,0,0,0,2,4,68,90,0
670,2020-04-02,1754,4,8,0,0,0,0,0,0,3,17,72,95,0
671,2020-04-03,3471,4,8,0,0,0,0,0,0,4,5,70,95,0
672,2020-04-04,2361,4,8,0,0,0,0,0,0,5,17,66,90,0
673,2020-04-05,6796,4,8,0,0,0,0,0,0,6,14,70,91,0
674,2020-04-06,1911,4,8,0,0,0,0,0,0,0,22,73,95,0
675,2020-04-07,2569,4,8,0,0,0,0,0,0,1,22,77,100,0
676,2020-04-08,2393,4,8,0,0,0,0,0,0,2,3,75,102,0
677,2020-04-09,4666,4,8,0,0,0,0,0,0,3,4,77,104,0
678,2020-04-10,588,4,8,0,0,0,0,0,0,4,4,86,102,0
679,2020-04-11,1589,4,8,0,0,0,0,0,0,5,5,77,93,0
680,2020-04-12,1680,4,8,0,0,0,0,0,0,6,7,72,84,0
681,2020-04-13,788,4,8,0,0,0,0,0,0,0,7,64,77,1
682,2020-04-14,4790,4,8,0,0,0,0,0,0,1,7,57,84,0
683,2020-04-15,3064,4,8,0,0,0,0,0,0,2,7,63,82,1
684,2020-04-16,997,4,8,0,0,0,0,0,0,3,8,64,86,0
685,2020-04-17,6185,4,8,0,0,0,0,0,0,4,10,66,90,0
686,2020-04-18,9047,4,8,0,0,0,0,0,0,5,7,66,93,0
687,2020-04-19,5448,4,8,0,0,0,0,0,0,6,9,68,90,0
688,2020-04-20,618,4,8,0,0,0,0,0,0,0,10,63,82,0
689,2020-04-21,7345,4,8,0,0,0,0,0,0,1,13,63,82,1
690,2020-04-22,3007,4,8,0,0,0,0,0,0,2,11,64,91,0
691,2020-04-23,633,4,8,0,0,0,0,0,0,3,18,72,99,0
692,2020-04-24,3555,4,9,0,0,1,0,0,0,4,16,72,100,0
693,2020-04-25,1147,4,9,0,0,1,0,0,0,5,17,77,102,0
694,2020-04-26,4621,4,9,0,0,1,0,0,0,6,15,81,99,0
695,2020-04-27,3571,4,9,0,0,1,0,0,0,0,6,72,90,0
696,2020-04-28,706,4,9,0,0,1,0,0,0,1,3,70,95,0
697,2020-04-29,5019,4,9,0,0,1,0,0,0,2,17,79,99,0
698,2020-04-30,718,4,9,0,0,1,0,0,0,3,5,81,97,0
699,2020-05-01,847,5,9,0,0,1,0,0,0,4,7,73,97,0
700,2020-05-02,3176,5,9,0,0,1,0,0,0,5,2,77,100,0
701,2020-05-03,888,5,9,0,0,1,0,0,0,6,5,75,97,0
702,2020-05-04,1139,5,9,0,0,1,0,0,0,0,4,70,99,0
703,2020-05-05,742,5,9,0,0,1,0,0,0,1,4,79,102,1
704,2020-05-06,1183,5,9,0,1,1,1,0,0,2,4,81,100,0
705,2020-05-07,6342,5,9,0,1,1,1,0,0,3,5,77,93,0
706,2020-05-08,3574,5,9,0,1,1,1,0,0,4,8,73,91,0
707,2020-05-09,5478,5,9,0,1,1,1,0,0,5,9,77,104,0
708,2020-05-10,1134,5,9,0,1,1,1,0,0,6,13,82,102,0
709,2020-05-11,642,5,9,0,1,1,1,0,0,0,8,81,93,0
710,2020-05-12,1657,5,9,0,1,1,1,0,0,1,12,75,99,0
711,2020-05-13,2344,5,9,0,1,1,1,0,0,2,11,75,99,0
712,2020-05-14,467,5,9,0,1,1,1,0,0,3,11,72,100,0
713,2020-05-15,6451,5,9,0,1,1,1,0,0,4,14,73,99,0
714,2020-05-16,161,5,9,0,1,1,1,0,0,5,14,73,104,0
715,2020-05-17,1193,5,9,0,1,1,1,0,0,6,17,75,104,0
716,2020-05-18,1960,5,9,0,1,1,1,0,0,0,17,73,106,0
717,2020-05-19,141,5,9,0,1,1,1,0,0,1,18,82,104,0
718,2020-05-20,2078,5,9,0,1,1,1,0,0,2,19,81,104,0
719,2020-05-21,200,5,9,0,1,1,1,0,0,3,19,79,106,0
720,2020-05-22,120,5,9,0,1,1,1,0,0,4,15,72,104,0
721,2020-05-23,120,5,9,0,1,1,1,0,0,5,0,75,104,0
722,2020-05-24,134,5,10,0,1,0,1,0,0,6,23,77,108,0
723,2020-05-25,504,5,10,0,1,0,1,0,0,0,1,81,106,0
724,2020-05-26,1864,5,10,0,1,0,1,0,0,1,3,79,100,0
725,2020-05-27,700,5,10,0,1,0,1,0,0,2,2,75,104,0
726,2020-05-28,1278,5,10,0,1,0,1,0,0,3,9,77,111,0
727,2020-05-29,954,5,10,0,1,0,1,0,0,4,9,79,109,0
728,2020-05-30,2877,5,10,0,0,0,0,0,0,5,9,79,108,0
729,2020-05-31,4712,5,10,0,0,0,0,0,0,6,8,82,109,0
730,2020-06-01,2153,6,10,0,0,0,0,0,0,0,9,79,109,0
731,2020-06-02,1189,6,10,0,0,0,0,0,0,1,3,81,109,0
732,2020-06-03,1080,6,10,0,0,0,0,0,0,2,10,82,109,0
733,2020-06-04,2327,6,10,0,0,0,0,0,0,3,5,82,109,0
734,2020-06-05,3176,6,10,0,0,0,0,0,0,4,6,84,111,0
735,2020-06-06,1917,6,10,0,0,0,0,0,0,5,9,84,109,0
736,2020-06-07,861,6,10,0,0,0,0,0,0,6,9,82,109,0
737,2020-06-08,479,6,10,0,0,0,0,0,0,0,11,81,109,0
738,2020-06-09,422,6,10,0,0,0,0,0,0,1,12,86,109,0
739,2020-06-10,1628,6,10,0,0,0,0,0,0,2,10,84,111,0
740,2020-06-11,2436,6,10,1,0,0,0,0,0,3,8,82,111,0
741,2020-06-12,1856,6,10,1,0,0,0,0,0,4,11,82,113,0
742,2020-06-13,5122,6,10,1,0,0,0,0,0,5,15,81,109,0
743,2020-06-14,4882,6,10,1,0,0,0,0,0,6,18,81,106,0
744,2020-06-15,6104,6,10,1,0,0,0,0,0,0,15,79,109,0
745,2020-06-16,1686,6,10,1,0,0,0,0,0,1,4,81,115,0
746,2020-06-17,1071,6,10,1,0,0,0,0,0,2,18,84,113,0
747,2020-06-18,8584,6,10,1,0,0,0,0,0,3,16,81,109,0
748,2020-06-19,986,6,10,1,0,0,0,0,0,4,2,81,108,0
749,2020-06-20,1059,6,10,1,0,0,0,0,0,5,22,75,111,0
750,2020-06-21,3197,6,10,1,0,0,0,0,0,6,21,79,104,0
751,2020-06-22,1175,6,11,1,0,0,0,0,0,0,0,79,102,0
752,2020-06-23,1499,6,11,1,0,0,0,0,0,1,3,79,106,0
753,2020-06-24,1667,6,11,1,0,0,0,0,0,2,3,81,104,0
754,2020-06-25,1043,6,11,1,0,0,0,0,0,3,3,82,104,0
755,2020-06-26,769,6,11,1,0,0,0,0,0,4,6,81,108,0
756,2020-06-27,1007,6,11,1,0,0,0,0,0,5,7,82,111,0
757,2020-06-28,1195,6,11,1,0,0,0,0,0,6,7,81,113,0
758,2020-06-29,1693,6,11,1,0,0,0,0,0,0,6,81,115,0
759,2020-06-30,1040,6,11,1,0,0,0,0,0,1,7,84,113,0
760,2020-07-01,1255,7,11,1,0,0,0,0,0,2,8,82,113,0
761,2020-07-02,1695,7,11,1,0,0,0,0,0,3,10,88,111,0
762,2020-07-03,561,7,11,1,0,0,0,0,0,4,10,86,109,0
763,2020-07-04,1242,7,11,1,0,0,0,0,0,5,16,84,115,0
764,2020-07-05,1205,7,11,1,0,0,0,0,0,6,14,84,115,0
765,2020-07-06,1379,7,11,1,0,0,0,0,0,0,13,81,115,0
766,2020-07-07,1616,7,11,1,0,0,0,0,0,1,15,86,117,0
767,2020-07-08,1385,7,11,1,0,0,0,0,0,2,15,86,113,0
768,2020-07-09,1543,7,11,1,0,0,0,0,0,3,19,86,113,0
769,2020-07-10,939,7,11,1,0,0,0,0,0,4,13,84,113,0
770,2020-07-11,575,7,11,1,0,0,0,0,0,5,3,86,113,0
771,2020-07-12,1879,7,11,1,0,0,0,0,0,6,22,84,113,0
772,2020-07-13,964,7,11,1,0,0,0,0,0,0,3,90,109,0
773,2020-07-14,5423,7,11,1,0,0,0,0,0,1,12,93,111,0
774,2020-07-15,2406,7,11,1,0,0,0,0,0,2,5,88,115,0
775,2020-07-16,1827,7,11,1,0,0,0,0,0,3,6,90,109,0
776,2020-07-17,547,7,11,1,0,0,0,0,0,4,8,86,111,0
777,2020-07-18,1615,7,11,1,0,0,0,0,0,5,8,88,111,0
778,2020-07-19,574,7,11,1,0,0,0,0,0,6,9,82,109,0
779,2020-07-20,2221,7,11,1,0,0,0,0,0,0,1,88,113,0
780,2020-07-21,724,7,11,1,0,0,0,0,0,1,10,95,111,0
781,2020-07-22,1977,7,12,1,0,0,0,0,0,2,6,88,111,0
782,2020-07-23,3232,7,12,1,0,0,0,0,0,3,10,88,111,0
783,2020-07-24,1128,7,12,1,0,0,0,0,0,4,18,91,109,0
784,2020-07-25,1373,7,12,1,0,0,0,0,0,5,12,90,108,0
785,2020-07-26,3340,7,12,1,0,0,0,0,0,6,12,91,108,0
786,2020-07-27,1049,7,12,1,0,0,0,0,0,0,14,88,113,0
787,2020-07-28,2274,7,12,1,0,0,0,0,0,1,14,86,115,0
788,2020-07-29,1226,7,12,1,0,0,0,0,0,2,18,93,115,0
789,2020-07-30,1285,7,12,1,0,0,0,0,0,3,18,90,117,0
790,2020-07-31,610,7,12,1,0,0,0,0,0,4,3,91,115,0
791,2020-08-01,3531,8,12,1,0,0,0,0,0,5,21,90,115,0
792,2020-08-02,1446,8,12,1,0,0,0,0,0,6,20,95,115,0
793,2020-08-03,3784,8,12,1,0,0,0,0,0,0,13,88,115,0
794,2020-08-04,3337,8,12,1,0,0,0,0,0,1,5,84,113,0
795,2020-08-05,820,8,12,1,0,0,0,0,0,2,4,84,109,0
796,2020-08-06,4631,8,12,1,0,0,0,0,0,3,5,84,108,0
797,2020-08-07,2362,8,12,1,0,0,0,0,0,4,5,86,109,0
798,2020-08-08,1563,8,12,1,0,0,0,0,0,5,3,84,109,0
799,2020-08-09,2096,8,12,1,0,0,0,0,0,6,7,81,109,0
800,2020-08-10,1214,8,12,1,0,0,0,0,0,0,8,82,108,0
801,2020-08-11,1953,8,12,1,0,0,0,0,0,1,7,82,106,0
802,2020-08-12,5742,8,12,1,0,0,0,0,0,2,12,81,106,0
803,2020-08-13,4821,8,12,1,0,0,0,0,0,3,8,79,108,0
804,2020-08-14,1356,8,12,1,0,0,0,0,0,4,11,82,109,0
805,2020-08-15,8046,8,12,1,0,0,0,0,0,5,11,81,109,0
806,2020-08-16,4930,8,12,1,0,0,0,0,0,6,9,79,109,0
807,2020-08-17,737,8,12,1,0,0,0,0,0,0,9,82,109,0
808,2020-08-18,1639,8,12,1,0,0,0,0,0,1,10,81,109,0
809,2020-08-19,2240,8,12,1,0,0,0,0,0,2,10,75,108,0
810,2020-08-20,3413,8,1,1,0,0,0,0,0,3,14,77,108,0
811,2020-08-21,222,8,1,1,0,0,0,0,0,4,6,79,111,0
812,2020-08-22,516,8,1,1,0,0,0,0,0,5,12,81,111,0
813,2020-08-23,1098,8,1,1,0,0,0,0,0,6,17,82,115,0
814,2020-08-24,609,8,1,1,0,0,0,0,0,0,18,82,115,0
815,2020-08-25,1989,8,1,1,0,0,0,0,0,1,3,86,108,0
816,2020-08-26,898,8,1,1,0,0,0,0,0,2,22,84,106,0
817,2020-08-27,1549,8,1,1,0,0,0,0,0,3,21,79,106,0
818,2020-08-28,3097,8,1,1,0,0,0,0,0,4,2,77,108,0
819,2020-08-29,1393,8,1,0,0,0,0,0,0,5,3,79,106,0
820,2020-08-30,1038,8,1,0,0,0,0,0,0,6,2,79,106,0
821,2020-08-31,1631,8,1,0,0,0,0,0,0,0,0,77,106,0
822,2020-09-01,1300,9,1,0,0,0,0,0,0,1,6,82,104,0
823,2020-09-02,3120,9,1,0,0,0,0,0,0,2,8,86,104,0
824,2020-09-03,2335,9,1,0,0,0,0,0,0,3,6,82,106,0
825,2020-09-04,2418,9,1,0,0,0,0,0,0,4,9,81,108,0
826,2020-09-05,3957,9,1,0,0,0,0,0,0,5,8,81,109,0
827,2020-09-06,1992,9,1,0,0,0,0,0,0,6,3,81,106,0
828,2020-09-07,1645,9,1,0,0,0,0,0,0,0,6,82,104,0
829,2020-09-08,2970,9,1,0,0,0,0,0,0,1,8,77,104,0
830,2020-09-09,2977,9,1,0,0,0,0,0,0,2,12,79,109,0
831,2020-09-10,654,9,1,0,0,0,0,0,0,3,8,79,109,0
832,2020-09-11,1130,9,1,0,0,0,0,0,0,4,10,84,109,0
833,2020-09-12,2730,9,1,0,0,0,0,0,0,5,11,81,106,0
834,2020-09-13,2915,9,1,0,0,0,0,0,0,6,8,77,106,0
835,2020-09-14,4291,9,1,0,0,0,0,0,0,0,8,79,108,0
836,2020-09-15,1045,9,1,0,0,0,0,0,0,1,14,82,108,0
837,2020-09-16,790,9,1,0,0,0,0,0,0,2,23,81,108,0
838,2020-09-17,555,9,1,0,0,0,0,0,0,3,4,75,106,0
839,2020-09-18,524,9,2,0,0,0,0,0,0,4,14,79,106,0
840,2020-09-19,1498,9,2,0,0,0,0,0,1,5,15,77,104,0
841,2020-09-20,809,9,2,0,0,0,0,0,1,6,1,75,104,0
842,2020-09-21,1573,9,2,0,0,0,0,0,1,0,18,79,104,0
843,2020-09-22,3403,9,2,0,0,0,0,1,1,1,12,75,104,0
844,2020-09-23,557,9,2,0,0,0,0,0,1,2,17,77,104,0
845,2020-09-24,842,9,2,0,0,0,0,0,1,3,23,75,104,0
846,2020-09-25,1395,9,2,0,0,0,0,0,1,4,21,77,102,0
847,2020-09-26,2776,9,2,0,0,0,0,0,0,5,11,72,106,0
848,2020-09-27,1048,9,2,0,0,0,0,0,0,6,23,75,106,0
849,2020-09-28,3316,9,2,0,0,0,0,0,0,0,22,79,102,0
850,2020-09-29,5500,9,2,0,0,0,0,0,0,1,6,77,100,0
851,2020-09-30,7532,9,2,0,0,0,0,0,0,2,4,72,100,0
852,2020-10-01,2072,10,2,0,0,0,0,0,0,3,9,70,102,0
853,2020-10-02,2880,10,2,0,0,0,0,0,0,4,2,72,102,0
854,2020-10-03,4040,10,2,0,0,0,0,0,0,5,8,72,99,0
855,2020-10-04,6175,10,2,0,0,0,0,0,0,6,6,72,102,0
856,2020-10-05,878,10,2,0,0,0,0,0,0,0,8,70,104,0
857,2020-10-06,3879,10,2,0,0,0,0,0,0,1,9,73,102,0
858,2020-10-07,8243,10,2,0,0,0,0,0,0,2,11,75,99,0
859,2020-10-08,6837,10,2,0,0,0,0,0,0,3,12,70,97,0
860,2020-10-09,5253,10,2,0,0,0,0,0,0,4,14,66,95,0
861,2020-10-10,6070,10,2,0,0,0,0,0,0,5,14,68,93,0
862,2020-10-11,5106,10,2,0,0,0,0,0,0,6,14,63,91,0
863,2020-10-12,1957,10,2,0,0,0,0,0,0,0,10,63,91,0
864,2020-10-13,3109,10,2,0,0,0,0,0,0,1,18,64,91,0
865,2020-10-14,1507,10,2,0,0,0,0,0,0,2,19,61,91,0
866,2020-10-15,2917,10,2,0,0,0,0,0,0,3,15,61,95,0
867,2020-10-16,1664,10,2,0,0,0,0,0,0,4,19,61,90,0
868,2020-10-17,3833,10,2,0,0,0,0,0,0,5,2,63,91,0
869,2020-10-18,7047,10,3,0,0,0,0,0,0,6,21,68,90,0
870,2020-10-19,10025,10,3,0,0,0,0,0,0,0,4,61,90,0
871,2020-10-20,4421,10,3,0,0,0,0,0,0,1,6,59,90,0
872,2020-10-21,3961,10,3,0,0,0,0,0,0,2,6,61,90,0
873,2020-10-22,3228,10,3,0,0,0,0,0,0,3,6,59,90,0
874,2020-10-23,3721,10,3,0,0,0,0,0,0,4,6,64,91,0
875,2020-10-24,3468,10,3,0,0,0,0,0,0,5,7,55,88,0
876,2020-10-25,7323,10,3,0,0,0,0,0,0,6,13,57,86,0
877,2020-10-26,4943,10,3,0,0,0,0,0,0,0,6,57,90,0
878,2020-10-27,3720,10,3,0,0,0,0,0,0,1,9,61,90,0
879,2020-10-28,3398,10,3,0,0,0,0,0,0,2,12,59,88,0
880,2020-10-29,2332,10,3,0,0,0,0,0,0,3,9,57,88,0
881,2020-10-30,543,10,3,0,0,0,0,0,0,4,20,57,88,0
882,2020-10-31,2147,10,3,0,0,0,0,0,0,5,16,59,86,0
883,2020-11-01,1669,11,3,0,0,0,0,0,0,6,8,59,86,0
884,2020-11-02,1410,11,3,0,0,0,0,0,0,0,0,57,88,0
885,2020-11-03,454,11,3,0,0,0,0,0,0,1,6,59,88,0
886,2020-11-04,866,11,3,0,0,0,0,0,0,2,9,57,90,0
887,2020-11-05,737,11,3,0,0,0,0,0,0,3,13,59,90,0
888,2020-11-06,756,11,3,0,0,0,0,0,0,4,13,57,88,0
889,2020-11-07,1559,11,3,0,0,0,0,0,0,5,13,63,88,0
890,2020-11-08,2908,11,3,0,0,0,0,0,0,6,17,64,70,0
891,2020-11-09,4449,11,3,0,0,0,0,0,0,0,10,73,81,0
892,2020-11-10,770,11,3,0,0,0,0,0,0,1,6,66,88,0
893,2020-11-11,1873,11,3,0,0,0,0,0,0,2,22,68,93,0
894,2020-11-12,3113,11,3,0,0,0,0,0,0,3,1,68,90,0
895,2020-11-13,2230,11,3,0,0,0,0,0,0,4,23,63,88,0
896,2020-11-14,3328,11,3,0,0,0,0,0,0,5,2,63,77,0
897,2020-11-15,3788,11,3,0,0,0,0,0,0,6,2,57,81,0
898,2020-11-16,2781,11,4,0,0,0,0,0,0,0,0,64,86,0
899,2020-11-17,2298,11,4,0,0,0,0,0,0,1,6,64,86,0
900,2020-11-18,3928,11,4,0,0,0,0,0,0,2,16,64,79,0
901,2020-11-19,10008,11,4,0,0,0,0,0,0,3,3,59,82,0
902,2020-11-20,4056,11,4,0,0,0,0,0,0,4,6,64,82,0
903,2020-11-21,7746,11,4,0,0,0,0,0,0,5,10,66,86,0
904,2020-11-22,1769,11,4,0,0,0,0,0,0,6,10,63,79,0
905,2020-11-23,4243,11,4,0,0,0,0,0,0,0,6,55,79,0
906,2020-11-24,4313,11,4,0,0,0,0,0,0,1,9,54,77,0
