,Date,Steps,AD_Month,AH_Month,Long_Vacation,Short_Vacation,Ramadan,Sch_Eid_Fatr,National_Day,National_Day_Ext,AD_WeekdayNum,Woke_Hour,temp_min,temp_max,is_rain
907,2020-11-25,2739,11,4,0,0,0,0,0,0,2,13,52,79,0
908,2020-11-26,242,11,4,0,0,0,0,0,0,3,7,57,81,0
909,2020-11-27,2151,11,4,0,0,0,0,0,0,4,21,66,75,0
910,2020-11-28,1606,11,4,0,0,0,0,0,0,5,9,61,77,1
911,2020-11-29,4145,11,4,0,0,0,0,0,0,6,15,61,79,0
912,2020-11-30,2891,11,4,0,0,0,0,0,0,0,10,59,66,0
913,2020-12-01,2895,12,4,0,0,0,0,0,0,1,2,57,66,1
914,2020-12-02,4846,12,4,0,0,0,0,0,0,2,2,63,73,0
915,2020-12-03,5371,12,4,0,0,0,0,0,0,3,3,61,81,0
916,2020-12-04,1159,12,4,0,0,0,0,0,0,4,3,63,81,0
917,2020-12-05,1469,12,4,0,0,0,0,0,0,5,2,63,81,0
918,2020-12-06,6020,12,4,0,0,0,0,0,0,6,1,57,75,0
919,2020-12-07,4419,12,4,0,0,0,0,0,0,0,4,50,70,0
920,2020-12-08,5466,12,4,0,0,0,0,0,0,1,5,48,72,0
921,2020-12-09,4627,12,4,0,0,0,0,0,0,2,9,48,77,0
922,2020-12-10,4184,12,4,0,0,0,0,0,0,3,8,54,73,0
923,2020-12-11,5326,12,4,0,0,0,0,0,0,4,9,48,70,0
924,2020-12-12,2862,12,4,0,0,0,0,0,0,5,12,48,72,0
925,2020-12-13,2823,12,4,0,0,0,0,0,0,6,7,46,73,0
926,2020-12-14,3582,12,4,0,0,0,0,0,0,0,16,45,75,0
927,2020-12-15,4693,12,4,0,0,0,0,0,0,1,10,48,73,0
928,2020-12-16,4292,12,5,0,0,0,0,0,0,2,7,54,77,0
929,2020-12-17,5294,12,5,0,0,0,0,0,0,3,10,54,79,0
930,2020-12-18,2342,12,5,0,0,0,0,0,0,4,15,54,70,0
931,2020-12-19,4639,12,5,0,0,0,0,0,0,5,7,54,66,0
932,2020-12-20,1092,12,5,0,0,0,0,0,0,6,9,54,66,0
933,2020-12-21,3197,12,5,0,0,0,0,0,0,0,11,50,68,0
934,2020-12-22,2818,12,5,0,0,0,0,0,0,1,6,48,72,0
935,2020-12-23,2159,12,5,0,0,0,0,0,0,2,10,50,75,0
936,2020-12-24,2188,12,5,0,0,0,0,0,0,3,11,52,73,0
937,2020-12-25,2331,12,5,0,0,0,0,0,0,4,14,48,66,0
938,2020-12-26,1770,12,5,0,0,0,0,0,0,5,16,46,61,0
939,2020-12-27,778,12,5,0,0,0,0,0,0,6,18,41,63,0
940,2020-12-28,1461,12,5,0,0,0,0,0,0,0,20,45,66,0
941,2020-12-29,2125,12,5,0,0,0,0,0,0,1,5,46,61,0
942,2020-12-30,3899,12,5,0,0,0,0,0,0,2,21,45,68,0
943,2020-12-31,404,12,5,0,1,0,0,0,0,3,2,45,68,0
944,2021-01-01,638,1,5,0,1,0,0,0,0,4,4,55,66,1
945,2021-01-02,475,1,5,0,1,0,0,0,0,5,2,50,72,0
946,2021-01-03,2997,1,5,0,1,0,0,0,0,6,22,52,73,0
947,2021-01-04,2647,1,5,0,1,0,0,0,0,0,7,55,68,1
948,2021-01-05,2291,1,5,0,1,0,0,0,0,1,7,52,70,0
949,2021-01-06,4416,1,5,0,1,0,0,0,0,2,6,52,72,0
950,2021-01-07,2995,1,5,0,1,0,0,0,0,3,9,52,68,1
951,2021-01-08,2765,1,5,0,1,0,0,0,0,4,9,52,57,1
952,2021-01-09,1199,1,5,0,1,0,0,0,0,5,4,46,64,0
953,2021-01-10,2363,1,5,0,1,0,0,0,0,6,7,46,66,0
954,2021-01-11,2207,1,5,0,1,0,0,0,0,0,1,46,70,0
955,2021-01-12,776,1,5,0,1,0,0,0,0,1,11,45,66,0
956,2021-01-13,2087,1,5,0,1,0,0,0,0,2,12,37,70,0
957,2021-01-14,3984,1,6,0,1,0,0,0,0,3,13,41,73,0
958,2021-01-15,601,1,6,0,1,0,0,0,0,4,16,50,77,0
959,2021-01-16,335,1,6,0,1,0,0,0,0,5,13,57,73,0
960,2021-01-17,814,1,6,0,0,0,0,0,0,6,14,59,77,0
961,2021-01-18,1426,1,6,0,0,0,0,0,0,0,19,50,77,0
962,2021-01-19,445,1,6,0,0,0,0,0,0,1,5,50,70,0
963,2021-01-20,353,1,6,0,0,0,0,0,0,2,8,55,81,0
964,2021-01-21,2924,1,6,0,0,0,0,0,0,3,21,46,63,0
965,2021-01-22,562,1,6,0,0,0,0,0,0,4,5,39,61,0
966,2021-01-23,2202,1,6,0,0,0,0,0,0,5,1,41,64,0
967,2021-01-24,811,1,6,0,0,0,0,0,0,6,7,41,70,0
968,2021-01-25,1036,1,6,0,0,0,0,0,0,0,6,46,73,0
969,2021-01-26,742,1,6,0,0,0,0,0,0,1,8,46,77,0
970,2021-01-27,1582,1,6,0,0,0,0,0,0,2,11,46,75,0
971,2021-01-28,1635,1,6,0,0,0,0,0,0,3,12,55,79,0
972,2021-01-29,588,1,6,0,0,0,0,0,0,4,0,59,82,0
973,2021-01-30,2688,1,6,0,0,0,0,0,0,5,1,55,70,0
974,2021-01-31,4335,1,6,0,0,0,0,0,0,6,11,45,72,0
975,2021-02-01,2174,2,6,0,0,0,0,0,0,0,5,50,73,0
976,2021-02-02,1912,2,6,0,0,0,0,0,0,1,8,48,75,0
977,2021-02-03,1706,2,6,0,0,0,0,0,0,2,5,52,77,0
978,2021-02-04,764,2,6,0,0,0,0,0,0,3,13,52,81,0
979,2021-02-05,3556,2,6,0,0,0,0,0,0,4,12,57,81,0
980,2021-02-06,1942,2,6,0,0,0,0,0,0,5,13,59,70,0
981,2021-02-07,3230,2,6,0,0,0,0,0,0,6,8,54,70,0
982,2021-02-08,2351,2,6,0,0,0,0,0,0,0,15,54,66,0
983,2021-02-09,1689,2,6,0,0,0,0,0,0,1,19,48,73,0
984,2021-02-10,3820,2,6,0,0,0,0,0,0,2,13,48,77,0
985,2021-02-11,2271,2,6,0,0,0,0,0,0,3,3,48,79,0
986,2021-02-12,2007,2,6,0,0,0,0,0,0,4,22,50,81,0
987,2021-02-13,1839,2,7,0,0,0,0,0,0,5,5,50,79,0
988,2021-02-14,902,2,7,0,0,0,0,0,0,6,21,52,82,0
989,2021-02-15,2325,2,7,0,0,0,0,0,0,0,21,54,82,0
990,2021-02-16,4424,2,7,0,0,0,0,0,0,1,1,54,86,0
991,2021-02-17,3363,2,7,0,0,0,0,0,0,2,7,63,88,0
992,2021-02-18,4325,2,7,0,0,0,0,0,0,3,6,55,79,0
993,2021-02-19,3932,2,7,0,0,0,0,0,0,4,1,52,64,1
994,2021-02-20,1316,2,7,0,0,0,0,0,0,5,5,52,57,1
995,2021-02-21,2753,2,7,0,0,0,0,0,0,6,8,50,61,1
996,2021-02-22,1519,2,7,0,0,0,0,0,0,0,10,50,70,0
997,2021-02-23,1441,2,7,0,0,0,0,0,0,1,4,55,70,0
998,2021-02-24,1870,2,7,0,0,0,0,0,0,2,5,52,73,0
999,2021-02-25,1572,2,7,0,0,0,0,0,0,3,7,54,70,0
1000,2021-02-26,1302,2,7,0,0,0,0,0,0,4,12,45,73,0
1001,2021-02-27,2091,2,7,0,0,0,0,0,0,5,6,46,73,0
1002,2021-02-28,1811,2,7,0,0,0,0,0,0,6,10,54,81,0
1003,2021-03-01,5059,3,7,0,0,0,0,0,0,0,13,63,81,0
1004,2021-03-02,2284,3,7,0,0,0,0,0,0,1,11,55,77,0
1005,2021-03-03,915,3,7,0,0,0,0,0,0,2,7,57,77,0
1006,2021-03-04,254,3,7,0,0,0,0,0,0,3,14,61,88,0
1007,2021-03-05,380,3,7,0,0,0,0,0,0,4,15,61,77,0
1008,2021-03-06,1187,3,7,0,0,0,0,0,0,5,16,55,75,0
1009,2021-03-07,1837,3,7,0,0,0,0,0,0,6,2,54,81,0
1010,2021-03-08,394,3,7,0,0,0,0,0,0,0,9,59,88,0
1011,2021-03-09,1501,3,7,0,0,0,0,0,0,1,1,63,93,0
1012,2021-03-10,2103,3,7,0,0,0,0,0,0,2,21,61,84,0
1013,2021-03-11,2132,3,7,0,0,0,0,0,0,3,0,63,86,0
1014,2021-03-12,1023,3,7,0,0,0,0,0,0,4,23,70,97,0
1015,2021-03-13,381,3,7,0,0,0,0,0,0,5,17,61,77,0
1016,2021-03-14,1546,3,8,0,0,0,0,0,0,6,4,57,79,0
1017,2021-03-15,1862,3,8,0,0,0,0,0,0,0,5,64,88,0
1018,2021-03-16,718,3,8,0,0,0,0,0,0,1,20,72,93,0
1019,2021-03-17,570,3,8,0,0,0,0,0,0,2,10,72,99,0
1020,2021-03-18,2288,3,8,0,0,0,0,0,0,3,9,72,99,0
1021,2021-03-19,1864,3,8,0,0,0,0,0,0,4,11,68,90,0
1022,2021-03-20,1155,3,8,0,0,0,0,0,0,5,6,64,84,0
1023,2021-03-21,2057,3,8,0,0,0,0,0,0,6,3,57,93,0
1024,2021-03-22,369,3,8,0,0,0,0,0,0,0,14,70,95,0
1025,2021-03-23,1894,3,8,0,0,0,0,0,0,1,11,72,99,0
1026,2021-03-24,1266,3,8,0,0,0,0,0,0,2,20,73,100,0
1027,2021-03-25,2777,3,8,0,0,0,0,0,0,3,1,73,100,0
1028,2021-03-26,711,3,8,0,0,0,0,0,0,4,21,66,99,0
1029,2021-03-27,2184,3,8,0,0,0,0,0,0,5,12,73,99,0
1030,2021-03-28,592,3,8,0,0,0,0,0,0,6,22,59,75,0
1031,2021-03-29,926,3,8,0,0,0,0,0,0,0,21,55,79,0
1032,2021-03-30,1061,3,8,0,0,0,0,0,0,1,22,54,84,0
1033,2021-03-31,1834,3,8,0,0,0,0,0,0,2,23,64,95,0
1034,2021-04-01,867,4,8,0,0,0,0,0,0,3,0,72,100,0
1035,2021-04-02,7460,4,8,0,0,0,0,0,0,4,3,72,100,0
1036,2021-04-03,723,4,8,0,0,0,0,0,0,5,5,68,86,0
1037,2021-04-04,662,4,8,0,0,0,0,0,0,6,7,61,79,0
1038,2021-04-05,1788,4,8,0,0,0,0,0,0,0,6,61,81,0
1039,2021-04-06,1329,4,8,0,0,0,0,0,0,1,9,59,88,0
1040,2021-04-07,953,4,8,0,0,0,0,0,0,2,9,63,93,0
1041,2021-04-08,751,4,8,0,0,0,0,0,0,3,10,66,100,0
1042,2021-04-09,6684,4,8,0,0,0,0,0,0,4,12,72,100,0
1043,2021-04-10,4209,4,8,0,0,0,0,0,0,5,11,70,99,0
1044,2021-04-11,1731,4,8,0,0,0,0,0,0,6,9,77,99,0
1045,2021-04-12,2148,4,8,0,0,0,0,0,0,0,9,70,97,0
1046,2021-04-13,354,4,9,0,0,1,0,0,0,1,15,73,100,0
1047,2021-04-14,3416,4,9,0,0,1,0,0,0,2,12,72,90,0
1048,2021-04-15,1199,4,9,0,0,1,0,0,0,3,12,68,88,0
1049,2021-04-16,724,4,9,0,0,1,0,0,0,4,18,70,90,0
1050,2021-04-17,1669,4,9,0,0,1,0,0,0,5,18,66,86,0
1051,2021-04-18,358,4,9,0,0,1,0,0,0,6,7,64,95,0
1052,2021-04-19,930,4,9,0,0,1,0,0,0,0,14,66,97,0
1053,2021-04-20,1531,4,9,0,0,1,0,0,0,1,8,68,99,0
1054,2021-04-21,1488,4,9,0,0,1,0,0,0,2,18,68,102,0
1055,2021-04-22,864,4,9,0,0,1,0,0,0,3,8,72,100,0
1056,2021-04-23,4687,4,9,0,0,1,0,0,0,4,22,72,100,0
1057,2021-04-24,2313,4,9,0,0,1,0,0,0,5,22,79,100,0
1058,2021-04-25,1167,4,9,0,0,1,0,0,0,6,4,72,100,0
1059,2021-04-26,4741,4,9,0,0,1,0,0,0,0,9,73,99,0
1060,2021-04-27,607,4,9,0,0,1,0,0,0,1,3,75,100,0
1061,2021-04-28,2816,4,9,0,0,1,0,0,0,2,14,77,97,1
1062,2021-04-29,1054,4,9,0,0,1,0,0,0,3,7,79,97,0
1063,2021-04-30,893,4,9,0,0,1,0,0,0,4,10,68,99,0
1064,2021-05-01,1473,5,9,0,0,1,0,0,0,5,8,66,99,0
1065,2021-05-02,1329,5,9,0,0,1,0,0,0,6,9,72,100,0
1066,2021-05-03,2370,5,9,0,0,1,0,0,0,0,9,77,97,0
1067,2021-05-04,2972,5,9,0,0,1,0,0,0,1,11,68,97,0
1068,2021-05-05,1106,5,9,0,0,1,0,0,0,2,16,70,99,0
1069,2021-05-06,739,5,9,0,0,1,0,0,0,3,14,75,102,0
1070,2021-05-07,1179,5,9,0,0,1,0,0,0,4,12,73,106,0
1071,2021-05-08,2129,5,9,0,0,1,0,0,0,5,14,77,102,0
1072,2021-05-09,1225,5,9,0,0,1,0,0,0,6,19,75,99,0
1073,2021-05-10,2180,5,9,0,0,1,0,0,0,0,7,75,104,0
1074,2021-05-11,1163,5,9,0,0,1,0,0,0,1,3,79,102,0
1075,2021-05-12,863,5,9,0,0,1,0,0,0,2,21,79,106,0
1076,2021-05-13,8471,5,10,0,0,0,0,0,0,3,0,88,106,0
1077,2021-05-14,3046,5,10,0,0,0,0,0,0,4,23,86,106,0
1078,2021-05-15,3083,5,10,0,0,0,0,0,0,5,23,84,106,0
1079,2021-05-16,4188,5,10,0,0,0,0,0,0,6,7,79,106,0
1080,2021-05-17,9573,5,10,0,0,0,0,0,0,0,7,84,106,0
1081,2021-05-18,5784,5,10,0,0,0,0,0,0,1,6,81,108,0
1082,2021-05-19,1782,5,10,0,0,0,0,0,0,2,10,79,108,0
1083,2021-05-20,5007,5,10,0,0,0,0,0,0,3,8,77,108,0
1084,2021-05-21,1749,5,10,0,0,0,0,0,0,4,11,75,108,0
1085,2021-05-22,1983,5,10,0,0,0,0,0,0,5,9,81,109,0
1086,2021-05-23,3882,5,10,0,0,0,0,0,0,6,8,84,109,0
1087,2021-05-24,2273,5,10,0,0,0,0,0,0,0,16,82,108,0
1088,2021-05-25,3534,5,10,0,0,0,0,0,0,1,18,91,111,0
1089,2021-05-26,2542,5,10,0,0,0,0,0,0,2,18,84,104,0
1090,2021-05-27,4208,5,10,0,0,0,0,0,0,3,17,75,108,0
1091,2021-05-28,2631,5,10,0,0,0,0,0,0,4,19,79,111,0
1092,2021-05-29,5116,5,10,0,0,0,0,0,0,5,20,84,111,0
1093,2021-05-30,6784,5,10,0,0,0,0,0,0,6,5,81,111,0
1094,2021-05-31,1793,5,10,0,0,0,0,0,0,0,3,81,109,0
1095,2021-06-01,563,6,10,0,0,0,0,0,0,1,3,84,108,0
1096,2021-06-02,2309,6,10,0,0,0,0,0,0,2,23,84,109,0
1097,2021-06-03,603,6,10,1,0,0,0,0,0,3,4,82,111,0
1098,2021-06-04,1890,6,10,1,0,0,0,0,0,4,5,84,113,0
1099,2021-06-05,6235,6,10,1,0,0,0,0,0,5,3,84,115,0
1100,2021-06-06,2347,6,10,1,0,0,0,0,0,6,9,90,117,0
1101,2021-06-07,4384,6,10,1,0,0,0,0,0,0,6,86,111,0
1102,2021-06-08,794,6,10,1,0,0,0,0,0,1,11,86,108,0
1103,2021-06-09,3671,6,10,1,0,0,0,0,0,2,9,82,111,0
1104,2021-06-10,2947,6,10,1,0,0,0,0,0,3,9,82,108,0
1105,2021-06-11,1589,6,11,1,0,0,0,0,0,4,10,84,108,0
1106,2021-06-12,2047,6,11,1,0,0,0,0,0,5,1,81,106,0
1107,2021-06-13,6756,6,11,1,0,0,0,0,0,6,16,79,104,0
1108,2021-06-14,1989,6,11,1,0,0,0,0,0,0,4,82,106,0
1109,2021-06-15,2559,6,11,1,0,0,0,0,0,1,7,77,111,0
1110,2021-06-16,1689,6,11,1,0,0,0,0,0,2,17,84,109,0
1111,2021-06-17,2464,6,11,1,0,0,0,0,0,3,15,82,106,0
1112,2021-06-18,1831,6,11,1,0,0,0,0,0,4,11,79,104,0
1113,2021-06-19,439,6,11,1,0,0,0,0,0,5,19,77,108,0
1114,2021-06-20,3568,6,11,1,0,0,0,0,0,6,3,77,108,0
1115,2021-06-21,4023,6,11,1,0,0,0,0,0,0,1,77,108,0
1116,2021-06-22,1607,6,11,1,0,0,0,0,0,1,22,79,109,0
1117,2021-06-23,1362,6,11,1,0,0,0,0,0,2,1,84,109,0
1118,2021-06-24,2689,6,11,1,0,0,0,0,0,3,21,81,109,0
1119,2021-06-25,1478,6,11,1,0,0,0,0,0,4,5,84,109,0
1120,2021-06-26,3932,6,11,1,0,0,0,0,0,5,2,79,111,0
1121,2021-06-27,6027,6,11,1,0,0,0,0,0,6,3,88,111,0
1122,2021-06-28,1761,6,11,1,0,0,0,0,0,0,8,82,113,0
1123,2021-06-29,1049,6,11,1,0,0,0,0,0,1,12,84,111,0
1124,2021-06-30,1299,6,11,1,0,0,0,0,0,2,11,82,113,0
1125,2021-07-01,998,7,11,1,0,0,0,0,0,3,5,84,113,0
1126,2021-07-02,856,7,11,1,0,0,0,0,0,4,3,82,115,0
1127,2021-07-03,2713,7,11,1,0,0,0,0,0,5,10,88,115,0
1128,2021-07-04,791,7,11,1,0,0,0,0,0,6,9,84,113,0
1129,2021-07-05,2138,7,11,1,0,0,0,0,0,0,9,84,111,0
1130,2021-07-06,872,7,11,1,0,0,0,0,0,1,10,81,109,0
1131,2021-07-07,1086,7,11,1,0,0,0,0,0,2,11,79,111,0
1132,2021-07-08,340,7,11,1,0,0,0,0,0,3,13,86,113,0
1133,2021-07-09,6098,7,11,1,0,0,0,0,0,4,16,82,115,0
1134,2021-07-10,712,7,11,1,0,0,0,0,0,5,9,84,115,0
1135,2021-07-11,2988,7,12,1,0,0,0,0,0,6,17,84,115,0
1136,2021-07-12,922,7,12,1,0,0,0,0,0,0,18,86,118,0
1137,2021-07-13,3389,7,12,1,0,0,0,0,0,1,20,88,113,0
1138,2021-07-14,1883,7,12,1,0,0,0,0,0,2,7,86,111,0
1139,2021-07-15,1446,7,12,1,0,0,0,0,0,3,2,84,113,0
1140,2021-07-16,1078,7,12,1,0,0,0,0,0,4,5,84,109,0
1141,2021-07-17,1556,7,12,1,0,0,0,0,0,5,6,90,104,0
1142,2021-07-18,1663,7,12,1,0,0,0,0,0,6,5,86,100,0
1143,2021-07-19,4217,7,12,1,0,0,0,0,0,0,7,88,106,0
1144,2021-07-20,637,7,12,1,0,0,0,0,0,1,7,91,113,0
1145,2021-07-21,1862,7,12,1,0,0,0,0,0,2,6,90,111,0
1146,2021-07-22,2126,7,12,1,0,0,0,0,0,3,8,91,113,1
1147,2021-07-23,5144,7,12,1,0,0,0,0,0,4,16,90,115,0
1148,2021-07-24,5909,7,12,1,0,0,0,0,0,5,10,84,113,0
1149,2021-07-25,5022,7,12,1,0,0,0,0,0,6,10,86,111,0
1150,2021-07-26,1547,7,12,1,0,0,0,0,0,0,16,88,113,0
1151,2021-07-27,1399,7,12,1,0,0,0,0,0,1,11,90,117,0
1152,2021-07-28,2466,7,12,1,0,0,0,0,0,2,15,93,115,0
1153,2021-07-29,4512,7,12,1,0,0,0,0,0,3,13,88,113,0
1154,2021-07-30,3198,7,12,1,0,0,0,0,0,4,12,86,115,0
1155,2021-07-31,1739,7,12,1,0,0,0,0,0,5,20,88,111,0
1156,2021-08-01,3605,8,12,1,0,0,0,0,0,6,13,88,113,0
1157,2021-08-02,2653,8,12,1,0,0,0,0,0,0,0,86,111,0
1158,2021-08-03,4001,8,12,1,0,0,0,0,0,1,22,82,113,0
1159,2021-08-04,1804,8,12,1,0,0,0,0,0,2,3,82,111,0
1160,2021-08-05,308,8,12,1,0,0,0,0,0,3,1,84,111,0
1161,2021-08-06,3046,8,12,1,0,0,0,0,0,4,8,84,113,0
1162,2021-08-07,6122,8,12,1,0,0,0,0,0,5,4,84,113,0
1163,2021-08-08,5123,8,12,1,0,0,0,0,0,6,5,86,111,0
1164,2021-08-09,2911,8,1,1,0,0,0,0,0,0,7,86,111,0
1165,2021-08-10,3646,8,1,1,0,0,0,0,0,1,8,82,109,0
1166,2021-08-11,2963,8,1,1,0,0,0,0,0,2,4,81,111,0
1167,2021-08-12,3948,8,1,1,0,0,0,0,0,3,8,86,115,0
1168,2021-08-13,2344,8,1,1,0,0,0,0,0,4,11,86,115,0
1169,2021-08-14,4697,8,1,1,0,0,0,0,0,5,8,88,113,0
1170,2021-08-15,4463,8,1,1,0,0,0,0,0,6,7,86,109,0
1171,2021-08-16,3494,8,1,1,0,0,0,0,0,0,11,84,109,0
1172,2021-08-17,4450,8,1,1,0,0,0,0,0,1,10,82,111,0
1173,2021-08-18,3283,8,1,1,0,0,0,0,0,2,10,81,109,0
1174,2021-08-19,6094,8,1,1,0,0,0,0,0,3,7,79,108,0
1175,2021-08-20,19618,8,1,1,0,0,0,0,0,4,11,82,108,0
1176,2021-08-21,14873,8,1,1,0,0,0,0,0,5,8,82,109,0
1177,2021-08-22,10647,8,1,1,0,0,0,0,0,6,9,86,111,0
1178,2021-08-23,4838,8,1,1,0,0,0,0,0,0,12,90,111,0
1179,2021-08-24,15594,8,1,1,0,0,0,0,0,1,15,86,109,0
1180,2021-08-25,9139,8,1,1,0,0,0,0,0,2,11,88,109,0
1181,2021-08-26,7359,8,1,1,0,0,0,0,0,3,14,86,109,0
1182,2021-08-27,12303,8,1,1,0,0,0,0,0,4,13,84,111,0
1183,2021-08-28,5285,8,1,1,0,0,0,0,0,5,8,88,111,0
1184,2021-08-29,3269,8,1,0,0,0,0,0,0,6,10,86,109,0
1185,2021-08-30,1410,8,1,0,0,0,0,0,0,0,11,82,108,0
1186,2021-08-31,2870,8,1,0,0,0,0,0,0,1,21,84,109,0
1187,2021-09-01,1591,9,1,0,0,0,0,0,0,2,21,82,109,0
1188,2021-09-02,1341,9,1,0,0,0,0,0,0,3,20,82,109,0
1189,2021-09-03,1120,9,1,0,0,0,0,0,0,4,8,81,111,0
1190,2021-09-04,994,9,1,0,0,0,0,0,0,5,22,86,109,0
1191,2021-09-05,3326,9,1,0,0,0,0,0,0,6,23,86,108,0
1192,2021-09-06,4036,9,1,0,0,0,0,0,0,0,0,81,108,0
1193,2021-09-07,2855,9,1,0,0,0,0,0,0,1,3,79,109,0
1194,2021-09-08,2378,9,2,0,0,0,0,0,0,2,0,82,109,0
1195,2021-09-09,2310,9,2,0,0,0,0,0,0,3,3,82,106,0
1196,2021-09-10,980,9,2,0,0,0,0,0,0,4,4,81,104,0
1197,2021-09-11,4337,9,2,0,0,0,0,0,0,5,7,77,102,0
1198,2021-09-12,4474,9,2,0,0,0,0,0,0,6,3,75,104,0
1199,2021-09-13,2668,9,2,0,0,0,0,0,0,0,3,75,102,0
1200,2021-09-14,2739,9,2,0,0,0,0,0,0,1,4,77,104,0
1201,2021-09-15,5448,9,2,0,0,0,0,0,0,2,3,79,100,0
1202,2021-09-16,4454,9,2,0,0,0,0,0,0,3,3,73,100,0
1203,2021-09-17,3702,9,2,0,0,0,0,0,0,4,6,73,100,0
1204,2021-09-18,3939,9,2,0,0,0,0,0,0,5,8,77,104,0
1205,2021-09-19,2847,9,2,0,0,0,0,0,1,6,4,77,102,0
1206,2021-09-20,132,9,2,0,0,0,0,0,1,0,23,77,100,0
